0
6,678.61
6,240.98
6,547.00
5,939.99
6,731.27
5,925.37
6,274.05
5,566.77
7,063.68
6,598.18
6,694.17
6,750.87
5,954.30
7,120.26
6,865.21
6,314.57
5,954.18
6,633.51
6,606.58
6,609.93
6,717.91
6,566.09
6,866.05
6,858.21
6,576.74
5,711.48
7,106.08
6,154.41
6,851.22
5,795.10
6,819.75
6,430.12
5,847.11
6,689.08
6,755.48
6,829.30
5,791.03
6,873.52
6,775.08
5,806.71
6,487.19
6,034.84
6,138.50
5,687.73
6,263.93
6,632.82
6,444.08
6,587.95
6,749.09
6,741.25
6,328.26
6,254.64
6,649.47
6,630.47
5,914.40
6,674.30
6,779.31
6,825.20
5,851.51
6,499.99
6,337.64
6,690.17
6,027.37
6,749.45
7,068.17
6,378.04
6,829.20
6,583.39
5,743.53
6,042.92
6,802.92
6,822.76
7,041.42
6,681.08
6,453.88
6,446.87
6,820.56
6,550.74
6,393.13
6,554.79
5,776.60
6,817.71
5,871.02
6,567.36
6,622.58
6,588.98
6,681.33
6,830.66
6,545.27
5,824.37
6,390.84
6,630.67
6,864.10
6,620.43
6,551.99
6,734.74
5,351.53
6,766.77
5,752.03
5,866.82
6,677.52
6,656.68
6,743.94
6,742.84
5,921.63
6,735.12
6,729.17
6,416.14
6,361.09
6,679.18
5,775.71
6,816.37
6,730.67
6,523.31
5,776.60
6,788.07
6,838.87
6,632.42
6,791.55
6,449.04
6,806.96
6,486.19
6,873.08
5,929.61
6,723.46
6,189.64
6,816.90
6,672.37
6,284.45
5,921.76
6,875.00
5,857.52
6,654.47
6,654.37
6,728.44
6,775.25
6,693.44
5,896.15
6,798.15
5,768.09
6,685.26
6,430.49
6,146.05
6,834.26
6,047.34
5,533.87
6,916.02
6,416.16
6,204.41
6,551.53
6,799.62
6,559.48
5,635.28
6,550.27
6,550.30
6,804.60
6,894.60
6,565.59
6,387.37
5,945.85
6,698.01
6,509.97
6,180.98
6,238.29
6,650.57
6,442.59
5,864.78
6,624.98
6,307.78
6,836.30
6,052.42
6,778.56
6,821.04
6,417.02
6,498.33
6,649.39
6,814.57
6,583.80
6,636.16
5,868.55
6,511.21
6,753.75
6,757.15
6,777.85
6,574.34
6,713.18
5,666.13
6,800.56
6,777.66
6,089.84
6,754.64
6,156.65
6,788.69
6,844.51
6,784.92
5,841.74
6,654.20
6,460.01
6,567.24
6,308.26
6,384.39
6,265.65
6,844.94
6,702.85
6,859.15
6,636.22
6,834.77
7,007.26
6,395.65
6,522.20
5,901.42
6,155.81
6,738.32
6,544.94
6,787.07
6,815.75
6,264.91
6,829.00
6,547.33
6,731.14
5,833.04
6,666.13
6,639.71
5,841.24
6,795.34
6,228.42
6,728.37
6,721.34
6,352.33
6,596.43
6,804.21
6,571.68
6,809.50
6,627.17
6,737.95
6,568.33
6,543.41
6,597.44
5,871.24
6,792.24
6,106.48
6,083.10
6,877.97
5,961.59
6,412.93
6,411.99
6,739.94
6,825.67
6,697.22
6,462.22
6,674.48
6,738.45
5,819.14
6,994.63
6,796.45
5,662.43
5,692.63
6,286.59
6,334.63
6,507.65
6,647.87
6,746.14
6,753.75
6,365.83
5,809.45
6,532.44
6,513.08
5,664.07
6,453.46
5,627.33
6,608.59
5,608.25
6,343.60
5,799.71
5,869.04
6,338.67
6,710.45
6,846.74
7,089.77
6,246.84
5,787.28
6,276.94
6,343.75
6,762.01
6,807.82
6,747.09
6,757.77
6,345.13
6,588.43
6,674.74
6,858.95
6,503.63
6,117.76
6,437.50
6,839.25
6,836.73
6,631.76
7,043.96
6,501.14
6,465.73
5,499.23
6,192.74
6,118.28
6,375.52
6,136.89
6,949.63
5,805.05
6,103.98
6,823.77
6,630.00
6,483.58
6,199.11
7,033.33
6,818.63
6,635.45
6,361.80
5,831.88
6,121.58
5,758.41
6,585.78
5,924.97
6,663.62
6,832.83
6,337.91
6,784.67
6,851.75
5,450.65
6,857.05
6,529.68
6,960.49
6,708.42
6,268.76
6,695.42
6,426.42
5,774.20
6,327.36
6,746.84
6,275.28
5,892.08
6,483.34
6,681.76
6,342.28
6,853.44
5,748.10
6,696.60
6,843.11
7,013.47
6,604.21
6,741.69
5,852.39
6,294.41
6,829.12
6,432.70
6,941.19
6,093.43
6,695.66
6,780.90
6,269.61
6,597.37
7,011.64
5,693.63
6,504.96
6,104.19
6,830.11
6,780.03
5,627.21
6,492.08
6,378.38
6,249.78
6,667.34
6,685.69
5,897.81
5,803.28
6,114.81
6,156.32
6,671.97
5,737.78
6,439.96
6,330.49
5,882.91
5,769.68
5,804.78
6,656.37
6,197.64
6,774.73
5,888.48
6,215.47
6,571.93
6,835.78
6,654.34
6,450.07
6,855.02
5,786.72
6,681.98
6,823.51
6,185.61
6,898.08
6,821.46
6,673.38
6,303.94
6,284.53
6,064.58
6,507.72
6,549.11
6,557.37
5,912.15
6,775.42
6,655.01
6,262.85
7,019.68
6,695.55
6,510.62
5,664.48
6,587.43
6,512.66
6,244.21
6,301.52
6,865.93
6,826.33
6,344.12
6,948.99
6,125.70
6,571.59
5,629.09
6,635.61
6,659.04
6,730.73
5,636.64
6,318.19
5,794.80
6,623.17
6,282.76
6,837.92
6,520.39
6,700.16
6,829.17
6,873.55
6,750.76
6,731.43
6,844.80
6,550.66
6,381.44
6,490.66
7,052.13
7,020.47
5,566.36
6,611.94
6,313.21
6,679.37
5,446.96
6,353.83
6,457.92
6,420.28
6,844.55
6,419.31
5,810.25
6,730.48
5,662.63
6,275.00
6,345.63
6,074.52
6,179.17
6,595.33
5,859.71
6,101.51
6,276.88
6,541.61
6,579.81
6,914.71
6,879.42
6,139.79
6,310.44
6,873.58
6,834.87
6,571.19
6,273.40
6,200.12
5,742.07
7,064.30
6,686.06
6,911.80
5,651.77
5,915.55
6,339.19
7,031.72
6,529.47
6,527.89
6,807.75
5,852.42
5,971.95
5,776.71
6,766.86
6,340.08
6,277.23
6,243.67
6,501.42
7,022.51
6,445.25
6,556.35
6,730.11
6,665.63
5,793.32
6,560.25
5,571.15
5,699.91
6,585.53
6,619.58
6,898.13
6,162.49
5,870.30
6,830.27
6,716.63
6,915.20
6,174.57
6,139.97
7,070.70
6,402.17
6,696.28
6,107.86
6,868.96
6,178.68
6,627.40
6,790.04
6,291.54
6,557.30
5,868.16
6,378.60
5,820.45
5,624.26
6,742.10
6,710.28
6,710.10
6,740.58
6,242.32
6,270.44
6,752.93
6,558.28
5,776.05
6,583.99
6,366.51
6,840.75
6,576.16
5,685.77
6,546.47
6,752.41
6,112.02
6,132.36
6,359.11
6,819.86
6,769.07
6,813.55
6,984.43
6,699.89
5,513.69
6,893.92
6,468.41
6,419.15
6,437.28
6,949.63
6,146.38
6,104.11
6,280.62
6,755.45
6,937.41
6,117.25
6,581.63
6,805.80
6,526.29
6,611.04
6,137.24
6,295.34
6,036.70
6,412.88
6,830.79
7,037.67
6,527.91
6,828.54
6,928.27
6,371.18
5,854.89
6,726.79
6,310.29
6,568.35
6,973.04
6,374.21
6,763.62
5,905.07
6,441.32
5,707.60
6,372.33
6,421.67
6,833.46
6,825.94
6,722.62
6,736.22
6,724.43
7,013.55
6,084.59
5,791.63
5,356.34
6,530.74
6,505.13
6,387.56
5,834.51
6,761.07
6,209.63
6,822.42
5,573.16
6,395.37
6,364.90
6,802.00
6,708.35
6,304.63
